text_bem,text_en,score
Nacishimya ifitabo ifyakale.,I burned the old books.,0.8191039616639725
Mufipatala ifingi tabatusunga bwino.,We are not treated well in many hospitals.,0.8565294895685598
Bushe ekala nabafyashi bakako?,Do you live with your parents?,0.799140298543319
Mary ashita make up pa bunkolanya bwa bunkolanya.,Mary buys her makeup on the Internet.,0.8484818029950334
Bushe Judy kuti mwamulansha?,May I speak with Judy?,0.7919239399118985
Ba Tom na Pierre balefwaya ukwangala naba nabo kululamba lwamumana.,Tom and Pierre want to play with their friends on the beach.,0.8539542917783621
Mwituuka bashitishamo amaluba ayaku Jamaica.,"In the shop, we sell Jamaican flowers.",0.7952283470610892
Esperanto lulimi lwaba communist.,Esperanto is a Communist language.,0.7727401072945724
Amaluba ayasuma tayapela ifisabo ifisuma iyo.,Nice flowers don't yield good fruits.,0.7823262715251937
Bushe naubelenga pacipampa apali ifipampa?,Have you read the ad?,0.776977610737319
Ekele panshi lubali lwakwe.,He sat down beside her.,0.7915802988152666
Alemoneka uwanaka saana.,He looked pretty tired.,0.8796288662498954
Pushi yandi yafwile mailo.,My cat died yesterday.,0.8000773495588448
awe kanshi kuti natemwa ukukumona nafuti.,I'd really like to see you again.,0.786699558278474
Nga ulefwaya ukuculuka umusebo ufwile wailolela ilaiti libe ilya katapa katapa.,"If you want to cross the street, you must wait for the light to turn green.",0.7860891344120692
Bushe kuti caba shani?,How's it even possible?,0.7781491545422078
John alelalisha banjo elyo abanankwe baleimba.,John played the guitar and his friends sang.,0.827512509447982
"Bushe namayo Fischer, nimwisa aleya mukusefya?","Where are you going on holiday, Mrs. Fischer?",0.7719858466348236
Emmanuel Macron wankanda yabuta wankanda yabuta wankanda yabuta wankanda yabuta wankanda yabuta wankanda yabuta.,Emmanuel Macron is a staunch defender of the European Union.,0.7730524267026803
Mucalo ca Alaska mwikala.,You were staying in Alaska.,0.7986548567927364
Bushe ninshi aleimbila?,Why is he digging?,0.7788007830714049
Jean alelya icola cobe icakashikila.,Jean is eating your orange.,0.7797792491563204
ee kwena naine namushitila ka pensulo.,I'll buy him a pencil.,0.8104839805631501
Ili ibumba lya bantu lilefwaya abantu abaipelesha ukupeela ifyakulya ku bantu abashakwata ukwakwikala mu mwenshi wa Lusuba.,This humanitarian group looks for volunteers to distribute meals to the homeless during the month of December.,0.779907819189074
Ukupilibulo kwalianguka ukucila ukupilibulo inuma.,Translation is easier than reverse translation.,0.8149815176324611
Tukaya ku Paris uyu mulungu uleisa.,We'll go to Paris next weekend.,0.8049505458022057
Tacili ica anguka ukuleka ukunwa ubwalwa.,Giving up drinking is not an easy task.,0.8189135276194651
Ing'anda yakwe ili kulubali lumbi ulwa bulalo.,Her house is on the other side of the bridge.,0.8841070898242478
Nga waishiba shani?,How did you already know that?,0.7792355013472282
Naya ku France mu 1986.,I went to France in 1986.,0.8204000734481726
"Ifikope filembelwe mu Neuilly-on-the-Seine, itauni lya ku France, akatalamukila na Paris.","The story is set in Neuilly-on-the-Seine, a French town not far from Paris.",0.8076845839228529
Bushe nibanani baile nankwe?,Who went with her?,0.8250805160114286
Kala pa ng'anda yobe.,Stay at your house.,0.7855224454071666
Bushe umukashana alemonapo shani?,What does she say?,0.8112494535779354
Nalimulondolwela fyonse,I explained everything to him.,0.7733062863685042
Bushe insokoshi shakwe shili kwisa?,Where are my socks?,0.799395756596929
Bushe icitupa candi cili kwisa?,Where is my ticket?,0.8501217508559322
Bushe kuti caba nifyofine?,Is this feasible?,0.802128784774046
Bushe ninshi kalelolesha?,What was she looking at?,0.7979510631289964
nalalanshanyako na kabalwe wandi.,I will discuss it with my horse.,0.7768141947313117
Newton alemona kwati icalo capangilwe mu mwaka wa 4000 BC.,Newton thought the world had been created in 4000 BC.,0.7742508401614485
Bushe waliya ku ncende ya Hokkaido?,Did you go to Hokkaido?,0.9001223239666531
Bakalenga wafikope abakulu tabakwata icalo.,Great artists have no country.,0.7725079592598539
Bushe nibanani abesalile insolokoto?,Who closed the window?,0.7971497438132547
Ndemona icikope icisuma saana.,I'm looking at a pretty picture.,0.7941612521535917
Ishitima lyesu nalima pacitesheni.,Our train has left the station.,0.7806500210065574
Baleya mukwita bakepika wafyakulya.,They're going to call the cook.,0.81348297049452
Bernadette pa nshita iitali iciloto cakwe cakushita ing'anda ku Morocco.,Bernadette's dream for some time was to buy a house in Morocco.,0.8053794344840659
Limo Tom aishile mukukumana nabanankwe akale.,Sometimes Tom came to meet his old friends.,0.8454834545351897
Tulebutukila ku Japan.,We are fleeing to Japan.,0.7804186248940951
Abasumina muli lesa umo.,Muslims only believe in one God.,0.790003602474234
"Pakati kabushiku, mumusumba musha abantu, kuti wamona kwati ulifye weka mucalo.","In the middle of the night, in a deserted city, you can get the impression of being completely alone in the world.",0.7724776622028574
"Mongolia ili na iminga nefyalo fibili, icaalo ca China na ica Russia.",Mongolia has borders with two countries: Russia and China.,0.8027756001350729
Bushe finshi balelya pa nshita yakasuba?,What are you eating for lunch?,0.8057676792477589
United States of America ifwile ukonaika.,We must destroy the United States.,0.816707754808821
Bushe station yapa Metro iili mupepi nipesa?,Where is the closest metro stop?,0.7824854485181172
Inshita ni ndalama yandi.,Time is my money.,0.8204716045366872
Bushe finshi balepanga?,What's the plan?,0.8076308715483214
Bushe nibanani basangile ishi mashini?,Who invented the castanets?,0.77766079676658
Bushe ibala lya Versailles libelele kwisa?,Where are the Versailles gardens located?,0.8243198889888149
Nga cinshi tauleishila mailo?,Why aren't you coming tomorrow?,0.7909106233903177
Icalo candi calo cacaalo.,My country is the world.,0.808818780814366
Alemoneka ekala ku Papua New Guinea.,He lives in Papua New Guinea.,0.8012430807278534
Nshacishiba ukuti uyu muntu alikwatisha ifyuma ifingi ifi.,I didn't know this person had so much wealth.,0.7722076196710344
Bushe abanenu abapalamene nibanani?,Who are your closest friends?,0.7863253754722161
Nacibasanga baleteya umupila.,I found them playing ball.,0.7939027821359594
Aba bakasukulu ebalikofye babili abasambilila ici Chinese.,These are the only two students who learn Chinese.,0.7822307785412994
Bushe finshi uleecita muli motoka yandi?,What are you doing in my car?,0.8011719486286821
Tom talefwaya ukumfwa ilyashi.,Tom didn't want to listen to reason.,0.8383919800425961
"Mister, bushe naumumona Cyrano?","Mister, have you seen Mr. Cyrano?",0.7716432338500764
Bushe Arnold Schwarzenegger acili alelanda ici German?,Is Arnold Schwarzenegger still able to speak German?,0.8415363693367357
Mary aleshimika inseko.,Mary was telling jokes.,0.8071052373128773
Kasukulu alimumuputule wakusambililamo.,The student is in the classroom.,0.8231619925054539
Kuti aumfwikisha nomba teti akwanishe ukulanda.,He can understand but he can't speak.,0.7919484855117511
Achille afyalilwa mumusumba wa Paris mu 1908.,Achille was born in Paris in 1908.,0.8545660700158723
Tom aletontokanya palya ubwafya panshita iitali.,Tom reflected on that problem a long time.,0.7903894406118528
Paris musumba wakale sana kabili uwayemba.,Paris is a very ancient and beautiful city.,0.7971397540936572
Jeann na Jeanne balelolesha ama tulips.,Jeann and Jeanne were looking at tulips.,0.887125854980715
Tom alelungisha incinga yakwe.,Tom repairs his bicycle.,0.801328440418891
naumfwa akamwana kalelila,I heard a child crying.,0.7924181846259986
Mwilabako iyo!,Do not forget!,0.800613295408011
Bushe balaisa lwisa ku ng'anda?,When are they coming home?,0.7767753022482803
Mary aitile banina ukuti bamushimikile imbila nsuma.,Mary called her mother to tell her the good news.,0.7868825011334182
Mary ali pabukulu na umwana umwaume.,Mary is expecting a boy.,0.7784206020767249
Tom alebutuka mumpanga.,Tom runs in the forest.,0.842267196568234
Umwaka wafumineko twaciya mukucofa incinga ku Denmark.,"Last year, we went cycling in Denmark.",0.8546031650409119
Alemona kwati alipamulu wa mafunde.,He believes he's above the law.,0.7879810402580102
awe kanshi nalekelako.,"Okay, I give up.",0.778230581181275
"Iciibi nacisalwa, teti nkwingile.","The door is shut, I can't let you in.",0.7942805707463514
Hitler alilwala ubulwele bwa CPTSD.,Hitler suffered from CPTSD.,0.8001494694804532
Bushe walatamba umupila wa ku makasa ubushiku bwafumineko?,Did you watch the match last night?,0.8657262004769865
Tom ashita ibotolo lya mafuta aya miolife.,Tom bought a bottle of olive oil.,0.7864435167653075
Imbale tailemoneka iyabusaka.,The plate is not clean.,0.8073839344701521
Mary acilanwa kofi naba nankwe.,Mary just had a coffee with her friends.,0.7992964054046179
Bushe shilya nsapato bashitile kwisa?,Where did they buy those shoes?,0.776177852966718
Ndesubila muloto lwaba yankee.,I believe in the Yankee dream.,0.7805774137453118
Fwayeni incito!,Search for work!,0.8292315425764599
Bashikulu wandi nabakwata imbwa.,My grandfather has a dog.,0.7977368031576655
Bushe kuti watemwa ukuya mukuteya umupila wakumakasa?,Would you like to go to a soccer game?,0.8160699486178323
Panshi ya busanshi bwakwe pali dildo iyo ashitilishe.,There is a dildo hidden under her bed.,0.7908833640293744
Bushe nikwisa ningasanga amabwe aya?,Where can I find these stones?,0.8035225736890608
Nalibomba mwituka lya fyakulya.,I worked in a restaurant.,0.7902929634144612
Bushe finshi uleya mukucita ku France?,What are you going to do in France?,0.8644424227379093
Bali kucisankano.,They went to the market.,0.7970470849217876
Ninshi ulefwaya nkese mukwisa mukwisa mukwisa mukwisa mukwisa mukwisa mukwisa mukwisa mukwisa mukwisa mukwisa mukwisa mukwisa mukwangala ku Belgium?,Do you want me to come to Belgium to spend my vacation with you?,0.7859828403079934
Kumbali yacitofu kuli ukwakaba.,Next to the oven it is warm.,0.8094597611127877
Teti njise pantu ndalwala.,"I can not come, because I am sick.",0.783530480079377
Bushe napokelela inkalata yandi iyi?,Has she received my letter?,0.8397029964773861
"Awe mwandi nshakwata inshita mailo, tukalamonana panuma ya mailo.",I don't have time tomorrow. See you the day after tomorrow.,0.7810857715072376
Julia alefwaya ukupupukila kucaalo ca America.,Julia wants to fly to America.,0.8882165872499873
Mwibala muli ifimuti fibili.,We have two trees in the garden.,0.7825433422707422
Bushe insokoshi shakwe isha kashika shili kwisa?,Where are my red stockings?,0.7921694891699523
Bushe ulefwaya ukulya ilini?,Do you want to eat an egg?,0.8754582551735249
bushe finshi wacita?,"So, what have you done?",0.8328836452660769
Bushe ishi inshila shilebatwala kwisa?,Where do these ways lead to?,0.7714834229162155
Bushe bupusano buli pakati ka mushi na umusumba?,What's the difference between a village and a town?,0.8590285416403015
Abaice abengi tabaumfwa bwino ubupusano.,A lot of children don't hear the difference very well.,0.7812618208655387
Bushe bashikulu obe bekala kwisa?,Where does your grandpa live?,0.7849089933174916
Insofu shikwete amatwi ayakulu.,Elephants have big ears.,0.8188373615183475
Banina baletina ati kuti nalamba.,Mother was afraid I would get dirty.,0.7882609095574764
Bushe ninshi ishupile?,What's the matter?,0.772928787578654
Mumuputule balibikamo ka piano nomba tamuli uwakulisha.,"In the room there was a piano, but there was nobody who played it.",0.7811705319227202
Balepepa lesa.,They're worshiping God.,0.8145836745758614
Yesu acitile ifipesha amano ifingi.,Jesus did many miracles.,0.7803233647630088
Nabakwata amadola cine konse konse konse konse,They have eighty dollars.,0.8407149576212745
Natemwa umusalu uwa raw ukucila uwa cooked.,I prefer raw vegetables to cooked ones.,0.8192475487225117
Nabakwata amadola naintini.,They have ninety dollars.,0.7738385399199186
Bushe ni n'ganda nshi watemwishapo?,Which house do you prefer?,0.7846731777906318
Nabika na pensulo mwitumba lyakwe.,He put the pencil in his pocket.,0.8322738464072263
Balicimona icibwato.,They saw the ship.,0.8290291181804004
Nayumfwa ulwimbo ulusuma sana mailo.,I listened to a very beautiful song yesterday.,0.7735532210470911
Imbwa ili mucibokoshi cili mwisamba yetebulo.,The dog was in the box under the table.,0.8207721252358017
"Tom asked me, ""Did Alice see Mary the day before yesterday?""","Tom asked me, ""Did Alice see Mary the day before yesterday?""",0.8482746794020196
Bushe impili ishili akatalamukila napo tuli shilemoneka shani?,How green are the hills that are far from us.,0.7718528087857223
Bushe bupusano buli pakati ka Malcolm na Mairy?,What is the difference between Malcolm and Mairy?,0.8928994968143528
"Thomas asked me, ""Didn't Alice see Mary the day before yesterday?""","Thomas asked me, ""Didn't Alice see Mary the day before yesterday?""",0.7957956701438657
Bushe uleya ku Isle of Skye mu August?,"""Are you going to the Isle of Skye in August?"" ""Yes.""",0.8114079137930161
Tom talefwaya ukufumapo.,Tom didn't want to leave at all.,0.7777873717363103
Bushe mailo ya bushiku bwa cibelushi?,Will it be Saturday tomorrow?,0.819237282077686
Tom aleya pamulu wafikulwa.,Tom is going upstairs.,0.7778334083205132
"Efyo cipalile lelo, mailo mukalilo.","Revenge today, mourning tomorrow.",0.7888609709680408
Bushe Tom kuti atemwa ukupwa na Mary?,Would Tom like to marry Mary?,0.8075870546207412
Bushe ifi fyakulya fyabanani?,Whose is this food?,0.8561810334718558
Bushe nibanani baleya mukucita ifi?,Who's going to do this?,0.8318675618917879
Tom na Mary bale lanshanya.,Tom and Mary are talking to each other.,0.7845683962302893
Tom ali na ine kasuba konse.,Tom was with me all day.,0.8245882618690162
Kuli umuti wamishishi shonse ukufumishakofye imfwa.,There is a cure for everything except for death.,0.7912582655583709
Bushe kuti watemwa ukutumona lelo?,Would you like to see us today?,0.8189706507428413
Bushe naumumona umukashana wandi?,Did you see my girlfriend?,0.7832244779248263
Bushe Tom alikumwene umulungu wafumineko?,Had Tom seen you last week?,0.7928328584431688
Tom eshile ku Australia uyu mwaka uleisa.,Tom will come to Australia next year.,0.8045695044941401
Bushe finshi bacilacita mailo?,What were they doing yesterday?,0.8016699940215148
Mwati mwakubika umukaka muli kapu?,Will you put the milk in the cup?,0.7832499677035607
Bushe ni nshita nshi uyu mulumendo aali mubusanso?,When was Tom in danger?,0.7924052904483029
Bushe tom kuti apanga? Teti apange? Awe cabipa ico.,"Can Tom make it? He can't? Well, that's unfortunate.",0.8404413361000395
"Taro, ifyakulya nafipya.","Taro, dinner is ready.",0.8176266724241925
Emukwai kwena nkamona umulungu uyu uleisa.,I will see them next week.,0.7954918715914566
Natemwa ukukumanya Tom.,"Pleased to meet you, Tom.",0.8195484759321399
Bushe naumumona umutemwikwa wandi?,Did you see my boyfriend?,0.8565294895685598
Bushe ni nshitanshi alefika?,At what time will he arrive?,0.8054080335863842
Awe kanshi nalakumona.,I'll see you.,0.7875963778100696
Bushe tebushiku bali pali bemba?,Aren’t they on the sea during the night?,0.8542070458997753
Dick afwile ninshi ali na imyaka ikumi.,Dick died when he was ten years old.,0.7716432338500764
Catherine alifyalilwa mu 1985.,Catherine was born in 1985.,0.7828676147857448
Bushe inyunshipepala nshi wingafwaya ukubelenga?,What newspaper would you prefer?,0.7997202437143888
Bushe nibanani balenwa ubwalwa?,Who's drinking beer?,0.891810196599634
Abafumako mailo bantu baku Scotland.,The people who left yesterday are from Scotland.,0.7720543874441913
Mary talemoneka kwati alitemwa sana Tom.,Mary doesn't like Tom much.,0.791193879345854
Afika pakati kabushiku.,He arrived at midnight.,0.8384374683406849
Kuti wasangamo umukaka wa ng'ombe.,You could get milk from the cows.,0.7871527725580768
Ndelya umukate.,I am eating the bread.,0.837675886637269
Shitaata alelya umukate.,The man was eating bread.,0.7737973058306103
Alebelenga,She reads.,0.7777367485477328
Bushe umukate uyu balelya nibanani?,Who was eating the bread?,0.786798058880139
Peige afwile ewalapwisha uyu umulimo.,Peige is probably the one who'll finish the work.,0.79895823224781
Shitaata alenwa amenshi.,The man drinks water.,0.8288819269840013
Ndenwa ubwalwa.,I am drinking beer.,0.7946461176688808
Bushe abene bamuputule apa bali nipa n'ganda?,Is the householder at home?,0.7784966280657675
Bushe incito ileenda shani?,How is the work progressing?,0.8954220812118479
Naya mukushitapo fimo mu nshita yakasuba lelo nshikwete indalama ishingi.,"I'll go shopping this afternoon, though I don't have much money.",0.8110306680811036
ishina lyandi ni Yohannis,My name is Yohannis.,0.8117051146616041
Balishita ing'anda ku Connemara uyu mwaka wafumineko.,They bought a house in Connemara last year.,0.8504356155534658
Bushe ifi ifyakulya fyabanani?,Who owns this food?,0.817292837213851
Bushe tomás acili alebomba?,Is Tomás still working?,0.8585253597132243
Bushe mubushiku bwa kwisa mubwela?,What time will you come back?,0.8854791024023645
Imfula iyabuuta yalitampa ukusungulika.,The snow started to melt.,0.8058800954439428
Napwisha ubushiku bonse pa ng'anda yakwe.,I spent all day at his house.,0.7731175139328815
Amaka ya nyukliya eyo babomfya ukupanga ama laiti.,Nuclear energy is used to produce electricity.,0.819870893199624
Kanshi ngawaipekanya twalaambako.,We'll get started as soon as you're ready.,0.799395756596929
Balemoneka ngabaleya ku Tokyo mailo.,He's going to Tokyo tomorrow.,0.8142166118773309
Bushe taulalya icakulya ca bushiku?,Have you not had dinner yet?,0.7889610236449729
"Plato ewabalilepo ukubomfya ishiwi lya kuti ""theology"".","The first to use the term ""theology"" was Plato.",0.8734940979184752
Alyupana na umwina Canada.,He married a Canadian.,0.7982043568966107
Julia aletomona umwana wakwe umwanakashi.,Julia gives a kiss to her daughter.,0.7723286115410632
Maria naimanina nabanankwe bonse mumbali yakwe.,Maria stood with all her friends around her.,0.8309744289995677
"Emukwai nifyofine, lelo ama demoni yandi yaleisa mukunsenda.",Tonight my demons are coming to get me.,0.7709311230001527
uyu mwaka uleisa ninshi nakwana imyaka cine lubali.,Next year I'll be seventeen.,0.8074556181008563
Ifipuna fili munshila.,These chairs are in the way.,0.7798662733183274
Tomato te musalu iyo.,Tomato isn't a vegetable.,0.7808315570733473
Bushe alapeepa fwaka saana uyu shitata?,Does he smoke too many cigarettes?,0.8306498979543625
"Abana bandi tabeshibe nomba, limbi abeshikulu balabelesha.","My children haven't learned it, but maybe the grandchildren will again.",0.7739148564551598
Baleya mukumona umufyashi wakwe mu musumba wa Groningen.,They are visiting her cousin in Groningen city.,0.7716754759817696
Akabungwe bakelepo mu 1990.,The association was founded in 1990.,0.8016415276526329
Lolesha kunuma ya sink apakusukila imbale.,Look behind the sink!,0.7735454750485613
Bushe imbwa shalitemwa ubuchi?,Do dogs like honey?,0.7926116697146787
Ndemona ifilecitika lelo.,I look at today's developments.,0.8036097688597833
Inkanda yakwe ili iyabuuta nga imfula yabunga.,His skin is as white as freshly fallen snow.,0.7940578540500982
Kwena twamonana umulungu wafumineko.,We saw each other last week.,0.7795617021931905
Nacilamona kwati ubumi bwandi nabupwa.,It felt like my life was over.,0.8588865955716845
Banamayo bamuno calo balelwila ubuntungwa.,The women of this country are fighting for freedom.,0.8708537244974562
Aleya mukuwamya panshi.,He's going to scrub the floor.,0.7847386704486277
Dicaeopolis afuma mu ng'anda yakwe aletumina umubomfi wakwe.,Dicaeopolis walks out of his house and calls his slave.,0.8044647512583611
Mwibukisha abakashi ba kwa Loto.,Remember Lot's wife.,0.8247224872171944
Klearchos acilaesha ukupatikisha abashilika ukuya nomba nabamuposa amabwe.,Klearchos tried to force the soldiers to go; but they threw stones at him.,0.7898019861141358
Bandume na inkashi bali mwibala baleangala.,My brother and sister are playing in the garden.,0.8399364129904694
Tom takwete ifitabo.,Tom has no books.,0.7901000443470891
Nomba umuntu uyu kuti amwikata shani?,How can anyone catch him?,0.7705479403373537
Ububusa bulomfwisha bwino saana.,Friendship is a source of pleasure.,0.7968803146841704
Euripides ali umwaice wakwa Anaxagoras.,Euripides was a student of Anaxagoras.,0.8711514356461232
Icilaiti camubili linso.,The lamp of the body is the eye.,0.79008251393688
lelo nkatwala nkashi yandi ku Atena.,I will take my sister to Athens today.,0.8241857291643592
Amaato yandi yali muli bemba.,My ships are in the sea.,0.7780406066719826
Shitaata ali mwi tenti.,The man is in the tent.,0.7996086867863572
Bushe ulekonka bani?,Who are you pursuing?,0.7872119031397422
"Alikala na Thrasybulus tyrann wa Miletus, Minyas atweba.","He lived with Thrasybulus the tyrant of Miletus, as we are informed by Minyas.",0.7954313486331291
Ababomfi balenwa umwangashi mu ma tavern.,Slaves drank wine in the taverns.,0.7764719151388428
Bushe finshi mubilimba mwibala?,What do you plant in the garden?,0.8633175834337514
Nshatalamonapo ukuti Socrates acitilepo ifilubene.,I have never seen Socrates ever do wrong.,0.7716089924335542
Herakles aletwala ba Diomedes abafuma ku Thrace ku Mycenae.,Heracles brought the horses of Diomedes of Thrace to Mycenae.,0.7857456366817467
Bushe ili libwe lya kwa nani?,Who has the stone?,0.8022680452376317
Prometeus mwana wakwa Iapetus na Clymene.,Prometheus was the son of Iapetus and Clymene.,0.9208576831680344
Ingamila shalikwata imikoshi ishitali.,Camels have long necks.,0.833775699276707
Kulemoneka intambi ishapusana.,There appear to be different customs.,0.8141498843603496
Umukashana alenwa amenshi.,The girl drinks the water.,0.7955584687611456
"Nintwa Neoptolemos, umwana wakwa Achilles.","I am called the son of Achilles, Neoptolemos.",0.8152800274335193
"Greetings to you who come to Wikipedia, the free encyclopedia of education in Greek.","Greetings to you who come to Wikipedia, the free encyclopedia of education in Greek.",0.7713692760929791
Filipi bamusangile kuAzotus.,Philip was found at Azotus.,0.7804757842286459
"Bakemba,Thucydides na Euripides,bali mwibumba lya bakasukulu ba Anaxagoras.","The poets, Thucydides and Euripides, were students of Anaxagoras.",0.8552260109616496
Kabalwe alebutuka mumpanga.,The horse is running through the forest.,0.8204916309357302
Bushe nibanani abali ne nsansa?,Who is happy?,0.7850623084875067
Umulumendo nakwata umukoshi uutali.,The boy has a long neck.,0.7736210018429691
Bushe litenti lyabani ili?,Whose tent is it?,0.9061245070581684
Tom takwete ifitabo ifili fyonse.,Tom doesn't have any books.,0.8518593804141218
Bushe finshi wacisanga ku mumana?,What did you find by the river?,0.7864435167653075
Alemona kwati nabamucusha.,She perceived that she had been wronged.,0.7789529051333012
Bushe finshi mulimba mwibala?,What do you guys plant in the garden?,0.8640766870471202
Nalecindika Patroclus ukucila abanankwe bonse.,I honored Patroclus above all my companions.,0.8943955591258845
Inshita ni lesa wabantu abapina.,Time is a god of the poor.,0.8209725335183455
Filosofi na amasambililo ya bantu.,Philosophy and Social Sciences.,0.8371647658485446
Amaka yandi kutemwa abantu.,My power is the love of the people.,0.8539890442162067
Aeolus emfumu yamwela.,Aeolus is the king of the winds.,0.7781250366379218
Abalumendo abengi bachilikana.,Many young men competed.,0.8826692794637105
Umukaka uli mu nkomaki.,The milk is in the cup.,0.8410799290719588
Bushe cinshi muletontonkanishisha ifi mumitima yenu?,Why do you reason these things in your hearts?,0.8384738632549854
"Paris mwana wakwa Priam, emfumu ya Troy.","Paris was the son of Priam, the king of Troy.",0.7908274457993362
"Ine nacifyalwa ukwikatamo mucitemwiko, noti mucitemwiko.","I was born to join in love, not in hate.",0.776977610737319
Abalumendo bali mumayanda.,The young men are in the houses.,0.9015738868835782
Tom mwana wakwa Mary.,Tom is Mary's child.,0.8606119261233811
Nga icilambu candi ni nshi?,What then is my reward?,0.8298391123692258
Ubufumu bwandi te bwa muno calo iyo.,My kingdom is not of this world.,0.8596846652711363
Bushe nikwisa ukuli ulupanga?,Where's the sword?,0.796361677284703
"Mulandu nshi, busuma nshi bumbi ubwamasambililo mfwile ukwangalamo?","Why, what other good of learning should I enjoy?",0.8620538838545757
Ici icakulya balapekanya fye kamo pamwaka.,This meal is prepared once a year.,0.7761975615979525
Shitata wabuuta inkanda nakwata bakabalwe basano.,The wise baker has five horses.,0.7850048132518557
"According to Thucydides, the Peloponnesian War war was the war fought between the Peloponnesian people and the Athenians, ilya balelwa mu mwaka wa 431 BC elyo ilya balelwa mu mwaka wa 404 BC.","According to Thucydides, the Peloponnesian war was the war between the Peloponnesians and the Athenians, who fought against each other, the one in 431 BC being fought in 431 BC and the other in 404 BC.",0.8381216872916033
Bushe naumona ifikulwa ifikalamba ifi?,Do you see these great buildings?,0.7821034688095619
Cila umo na umo nasenda na icisanikilo.,Each person carried a torch.,0.7779821533896223
Ndetele umukate ku maliketi.,I'm bringing bread to the market.,0.806037506869849
Aba Celtic tabaisala ifiibi fyamayanda yabo iyo.,The Celts never used to shut the doors to their houses.,0.7809332329169114
Bushe umupila waponene kwisa?,Where did the ball fall?,0.7936443844145035
Bushe finshi filembelwe mu Mafunde?,What is written in the law?,0.8074556181008563
Itenti lyandi lili mumbali ya bemba.,My tent is by the sea.,0.7734369931126543
Bushe emukutila niwebo mwamifumu ya ba Yuda?,Are you the King of the Jews?,0.8210794363120816
Artemisi ali ninkashi yakwa Apollo.,Artemis was the sister of Apollo.,0.8045695044941401
Bushe uyu kabalwe wa kwa nani?,Whose is the horse?,0.8584643903221673
"Thucydides (died before 454 BC, died 399-396 BC) alembele inkondo ya Peloponnesia mu cikota ca citika BC.","Thucydides (born before 454 BC, died 399-396 BC) wrote the Peloponnesian War in the fifth century BC.",0.7943245415993735
Bushe nipalubansa umu mubelele?,Are you in the yard?,0.7951489216455191
bushe finshi ifilemoneka ifipya,"So, what's new?",0.7822655029736924
Porto Alegre musumba uusuma sana.,Porto Alegre is a beautiful city.,0.8026670018628588
Abana bonse balaya kusukulu.,All children will go to school.,0.7927837013712857
Nasambilila icingeleshi pa myaka ine.,I studied English for four years.,0.8191039616639725
Karl afumine ku Berlin.,Karl comes from Berlin.,0.7822307785412994
Tulemoneka kwati tulelanda ici Haitian Creole.,We speak Haitian Creole.,0.7877758667093226
Namona ulupwa lwandi.,I see my family.,0.814495288688426
Shitaata ekala mu musumba wa Honolulu.,The man lives in Honolulu.,0.7872119031397422
"Epo Lesa amwebele Abramu ati fuma mu calo cobe, mu calo mwakafyalilwa, mu ng'anda yaba wiso uleya ku calo nkalakulanga.","The Lord said to Abram, ""Leave your country, and your birthplace, and your father's house, and go to the land that I will show you.""",0.7788007830714049
Mary ala lisha inyimbo ilingiline lulya ale bomba mumuputule wakwipikilamo.,Mary often hums songs under her breath while she works in the kitchen.,0.7818489231529647
Bushe kuti twakumana mailo?,Can we meet tomorrow?,0.8601851299551044
Amenshi yalemoneka ayatikama tikama,The water was lukewarm.,0.7724885975537131
Icimbayambaya candi nafika.,My car is here.,0.8150176959207448
Ukwabula ukutwishika icingeleshi lutundu lwa bantu mu calo conse.,There's no doubt that English is an international language.,0.7820186188193368
awe kanshi naifuluka saana iyi incende.,I miss this place.,0.7723918883781127
Imfula nga yaleka ukuloka twalaololako amolu.,"When it stops raining, we will go for a walk.",0.800806919957581
Bushe nibanani baleisa mukulya icakulya cabushiku?,Who's coming for supper?,0.7807717539375448
awe kanshi kuti natemwa ukunwako amenshi.,I would like to have some water.,0.8188373615183475
Bushe uyu shitata aponena mutulo kale?,Did he already fall asleep?,0.7789177938336703
Bushe kuti waikala imyeshi inga apa?,How many months can you stay here?,0.7968803146841704
Naipusha ifyo Tom alebelenga.,I asked what Tom is reading.,0.8520106519007895
Naciya ku Paris.,I traveled to Paris.,0.7829404350754773
Abafyashi bandi balinsambilisha ukucita ico nalaya.,My parents educated me to do what I promised.,0.801472924265755
Nacisanga icikope cintu wacilafwaya.,I found the photo you were looking for.,0.7909462752910689
Bushe nawishiba ukuti untu wayemba?,Do you know that you're beautiful?,0.899199817338759
Mwituuka bashitishamo ifitabo ifyabomfeshiwa.,They sell used books in this store.,0.773683969528944
Banina nabo tabatemwa icitunshitunshi.,My mother hates TV.,0.7816140269837174
Bushe finshi alewamya mumuputule wakwikalamo na mumuputule wakwipikilamo?,What's he renovating in the living room and kitchen?,0.8089998754264714
Ine nacikulila iyi ing'anda elo imwe mwayonaula.,I built this house and you destroyed it.,0.8257970399501007
Icipampa cafiita icili pa citunshitunshi ca citunshitunshi ca citunshitunshi ca citunshitunshi ca citunshitunshi ca citunshitunshi ca citunshitunshi ca citunshitunshi ca citunshitunshi cacipanda.,The defamatory article can still be read on the website of the newspaper mentioned above.,0.7800392697939795
Icikope cili icabuuta nokufiita.,It's a black-and-white picture.,0.7876259650753671
Bushe nibanani balelisha piano pakashita aka?,Who's playing the piano right now?,0.805992527323805
Aleonaula ifyakufwala fyakwe.,He's destroying his clothing.,0.8237833929608965
